Category Display Name,Attribute Display Name,Category Name,Attribute Name,Data Type,Input/Output,Description
Instrument Reporting IFRS,Prior Period Exchange Rate to Reporting Currency,instrumentReportingIFRS,priorPeriodExchangeRateToReportingCurrency,Decimal,Output,The prior period exchange rate to translate instrument currency into reporting currency. Expressed in decimal format.
Instrument Reporting IFRS,Model Residual,instrumentReportingIFRS,allowanceChangeDueToModelResidual,Amount,Output,The remaining model residual impact in attribution analysis.
Instrument Reporting IFRS,Allowance Change Due To Risk Driver 1,instrumentReportingIFRS,allowanceChangeDueToRiskDriver1,Amount,Output,The allowance amount change due to the impact of the risk driver 1.
Instrument Reporting IFRS,Attribution Risk Driver 1,instrumentReportingIFRS,attribtuionRiskDriver1,String,Output,The name of risk driver 1 used in attribution analysis.
Instrument Reporting IFRS,Allowance Change Due To Risk Driver 2,instrumentReportingIFRS,allowanceChangeDueToRiskDriver2,Amount,Output,The allowance amount change due to the impact of the risk driver 2.
Instrument Reporting IFRS,Attribution Risk Driver 2,instrumentReportingIFRS,attribtuionRiskDriver2,String,Output,The name of risk driver 2 used in attribution analysis.
Instrument Reporting IFRS,Adjustments,instrumentReportingIFRS,allowanceChangeDueToAdjustmentIFRS,Amount,Input-Optional,The allowance amount due to qualitative adjustments on the target analysis. This amount is expressed in reporting currency.<br>This value is not calculated as part of ImpairmentStudio Attribution.
Instrument Reporting IFRS,CCF,instrumentReportingIFRS,ccf,Decimal,Input-Conditional,"The off balance sheet credit exposure as a percentage of the unfunded commitment at the reporting date. For revolving lines the undrawn at future dates includes the principal amortization. Expressed in decimal format. For example, 10% is 0.1. Valid values are between 0 and 1.<br>Marked as conditional to indicate that this is a required input for line of credit. The CCF value in instrument reference is used as an overlay when an unconditioned CCF is not provided and when the Off Balance Sheet EAD source is Instrument CCF. When the source is CCF, CCF in Instrument Risk Metric is the CCF value. In addition, the CCF in instrument reference is required for either Off Balance Sheet EAD source for use in Moody's models that apply a weighted average."
Instrument Reporting IFRS,Incorporation Country Code,instrumentReportingIFRS,incorporationCountryCode,String,Input-Required,"The country of the headquarters for the entity's (borrower's) or its incorporation country where the obligor/assuming entity has a legal representation. For an entity that is a branch, this will be the country of the parent entity. Valid values are the 3 letter country codes from ISO (https://www.iso.org/iso-3166-country-codes.html). This is an input for the PD converter models such as the MA Public Firm TTC to PIT PD Converter and MA Sovereign TTC to PIT PD Converter.<br>For entity financial statement, this is a required field. <br>For Loan Monitoring, in entity financial statement, this field will be set to USA."
Instrument Reporting IFRS,Instrument Currency,instrumentReportingIFRS,instrumentCurrency,String,Input-Required,The currency denomination of instruments. Valid values are ISO 4217 currency codes.
Instrument Reporting IFRS,Description,instrumentReportingIFRS,description,String,Input-Optional,The description.
Instrument Reporting,Allowance Beginning Balance Off Balance Sheet,instrumentReporting,allowanceBeginBalanceOffBalanceSheet,Amount,Input-Conditional,The off balance sheet allowance reported for the reporting date stated in the Prior Period Reporting Date.
Instrument Reporting IFRS,Entity Identifier,instrumentReportingIFRS,entityIdentifier,String,Output,"An identifier to uniquely identify each entity. Each entity must have one entity identifier. This value will not change over time and cannot be used as the entity identifier for any other entity. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information."
Instrument Result,Unrealized Gains,instrumentResult,unrealizedGains,Amount,Input-Conditional,"The difference between the security's fair value and amortized cost, when the fair value is greater than amortized cost.<br>ImpairmentStudio does not produce a value for this field found in instrument result."
Instrument Reporting,New Originations On Balance Sheet,instrumentReporting,allowanceChangeDueToNewOriginationAmountOnBalanceSheet,Amount,Input-Conditional,The on balance sheet allowance amount associated to newly originated balances.
Instrument Reporting IFRS,Origination Date,instrumentReportingIFRS,originationDate,Date,Output,"Date the deal was originated or the lease commenced. Formatted as yyyy-mm-dd.<br> For bonds, marked as conditional as this is a required input for the disclosure reports. For bonds, set the value with the issue date."
Instrument Result,Adjustment Value,instrumentResult,adjustmentValue,String,Output,The adjustment value.
Instrument Reporting,New Originations Off Balance Sheet,instrumentReporting,allowanceChangeDueToNewOriginationAmountOffBalanceSheet,Amount,Input-Conditional,The off balance sheet allowance amount associated to newly originated balances.
Instrument Reporting IFRS,Beginning Unpaid Principal Balance,instrumentReportingIFRS,beginningUnpaidPrincipalBalance,Amount,Output,"The beginning outstanding principal balance for the provided cash flow or reporting. <br>Marked as conditional to indicate that this is a required input for importing contractual cash flows and must be expressed in instrument currency.<br>For results, the value is expressed in reporting currency."
Instrument Reporting,New Acquisitions On Balance Sheet,instrumentReporting,allowanceChangeDueToNewAcquisitionAmountOnBalanceSheet,Amount,Input-Optional,The on balance sheet allowance amount of newly acquired balances.
Instrument Reporting IFRS,Ending Unpaid Principal Balance,instrumentReportingIFRS,endingUnpaidPrincipalBalance,Amount,Output,The unpaid principal balance for the current period. Expressed in reporting currency.
Instrument Reporting,New Acquisitions Off Balance Sheet,instrumentReporting,allowanceChangeDueToNewAcquisitionAmountOffBalanceSheet,Amount,Input-Optional,The off balance sheet allowance amount of newly acquired balances.
Instrument Reporting IFRS,Beginning Undrawn Commitment Amount,instrumentReportingIFRS,undrawnCommitmentAmountBeginning,Amount,Output,The undrawn commitment amount for the prior period. Expressed in reporting currency.
Instrument Reporting,Derecognized On Balance Sheet,instrumentReporting,allowanceChangeDueToDerecognizedOnBalanceSheet,Amount,Input-Conditional,The on balance sheet allowance amount associated to changes in derecognition during the period.
Instrument Reporting IFRS,Ending Undrawn Commitment Amount,instrumentReportingIFRS,undrawnCommitmentAmountEnding,Amount,Output,The undrawn commitment amount for the current period. Expressed in reporting currency.
Instrument Reporting,Derecognized Off Balance Sheet,instrumentReporting,allowanceChangeDueToDerecognizedOffBalanceSheet,Amount,Input-Conditional,The off balance sheet allowance amount associated to changes in derecognition during the period.
Instrument Result,Allocation Method,instrumentResult,allocationMethod,String,Output,"When the adjustment is applied to a group of instruments, this describes how the adjustment is allocated within that group."
Instrument Result,Adjustment Metric,instrumentResult,adjustmentMetric,String,Output,"The metric that is adjusted. Values are Loss rate, Allowance, Unconditioned Loss Rate, and IFRS Impairment Type."
Instrument Result,Adjustment Scope,instrumentResult,adjustmentScope,String,Output,The criteria on which the adjustment is applied.
Instrument Result,Adjustment Order,instrumentResult,adjustmentOrder,String,Output,The order for the adjustment scope.
Instrument Result,Adjustment Identifier,instrumentResult,adjustmentIdentifier,String,Output,Identifier for the adjustment.
Instrument Result,Total EAD Amount One Year,instrumentResult,totalEADAmountOneYear,Amount,Output,"The total exposure at default (EAD) amount 1 year from reporting date for the instrument. For instruments with no off-balance sheet component, which includes bonds, loans, etc., the total ead amount is equal to the amortized cost override when provided."
Instrument Result,Off Balance Sheet EAD Amount One Year,instrumentResult,offBalanceSheetEADAmountOneYear,Amount,Output,The exposure at default (EAD) amount for the off balance sheet portion of the instrument 1 year from reporting date.
Instrument Result,On Balance Sheet EAD Amount One Year,instrumentResult,onBalanceSheetEADAmountOneYear,Amount,Output,The exposure at default (EAD) amount for the on balance sheet portion of the instrument 1 year from reporting date.
Instrument Result,IFRS Allowance Rate,instrumentResult,ifrsLossRateDelta,Decimal,Output,"The change in the allowance rate as a result of applying quantitative or qualitative adjustments or applying the calculation. Used for IFRS9.Expressed in decimal format. For example, 10% is 0.1."
Instrument Result,Default Amount Life Time,instrumentResult,defaultAmountLifetime,Amount,Output,The amount accounted for default at the maturity of the instrument.
Instrument Result,Default Amount One Year,instrumentResult,defaultAmountOneYear,Amount,Output,The amount accounted for default 1 year from reporting date.
Instrument Result,Maturity Risk PD,instrumentResult,maturityRiskPD,Decimal,Output,"The probability of default (PD) pertaining to the refinance risk for the instrument. Maturity measures are given for instruments maturing in the next 10 years. Expressed in decimal format. For example, 10% is 0.1. Valid values are between 0 and 1."
Instrument Result,IFRS Cumulative PD,instrumentResult,ifrsCumulativePD,Decimal,Output,"The scenario conditioned PD used for the IFRS allowance calculation. For instruments at Stage 1, the PD is the annualized one year PD. Otherwise, the PD is the same as the cumulative lifetime PD. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result,IFRS LGD,instrumentResult,ifrsLGD,Decimal,Output,"The scenario conditioned LGD that is used for IFRS allowance calculation. For instruments at Stage 1, it is equal to LGD one year (in instrumentResult). Otherise is equal to the lifetime LGD. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result,IFRS Allowance Amount Adjusted,instrumentResult,ifrsAllowanceAmountAdjusted,Amount,Output,The IFRS allowance amount after applying adjustments.
Instrument Result,IFRS Allowance Amount Unadjusted,instrumentResult,ifrsAllowanceAmountUnadjusted,Amount,Output,The IFRS allowance amount before applying adjustments.
